"og_dt_senkrechtcds_s.mpg";"die CDs stehen senkrecht in der Kiste"
"og_dt_senkrechtcds_ton (2).mpg";"die CDs stehen senkrecht in der Kiste"
"og_dt_senkrechtcds_ton.mpg";"die CDs stehen senkrecht in der Kiste"
"og_dt_senkrechtfelswaende_ton.mpg";"die Felswände fallen senkrecht ins Meer ab"
"og_dt_serpentinenhinauf_ton.mpg";"die Straße führt in Serpentinen den Berg hinauf"
"og_dt_servierenkaffee_ton.mpg";"die Kellnerin serviert einen Kaffee"
"og_dt_setzenaufeinander_ton.mpg";"der Maurer setzt einen Stein auf den anderen"
"og_dt_siegertreppchen_ton.mpg";"der Gewinner steigt auf das Siegertreppchen"
"og_dt_sitztribuene_ton.mpg";"die Sitzplätze sind auf der Tribüne"
"og_dt_spieluhraufziehen_ton.mpg";"die große Schwester zieht die Spieluhr auf"
"og_dt_spitzergiebel-neu_ton.mpg";"das Gymnasium hat einen spitzen Giebel"
"og_dt_spitzergiebel_s.mpg";"das Gymnasium hat einen spitzen Giebel"
"og_dt_spitzstrassen_ton.mpg";"die beiden Straßen laufen spitz aufeinander zu"
"og_dt_spritze_ton.mpg";"die Patientin bekommt eine Spritze in den Arm"
"og_dt_steilhinauf_ton.mpg";"die Straße geht steil den Berg hinauf"
"og_dt_stemmthantel_s.mpg";"der Athlet stammt die Hantel in die Luft"
"og_dt_stemmthantel_ton.mpg";"der Athlet stammt die Hantel in die Luft"
"og_dt_stosstpfahl_ton.mpg";"der Bauer stößt den Pfahl in die Erde"
"og_dt_streutsand_ton.mpg";"der Hausmeister streut Sand auf den Gehweg"
"og_dt_strudelabfluss_ton.mpg";"das Badewasser bildet einen Strudel über dem Abfluss"
"og_dt_stufenlosverstellbar_ton.mpg";"der Schreibtischstuhl ist stufenlos verstellbar"
"og_dt_tafelbemalen_ton_bsp.mpg";"die Kinder bemalen die große Tafel"
"og_dt_tanzpartnerin_ton.mpg";"der Tänzer hält seine Partnerin im Arm"
"og_dt_teilenportionen_ton.mpg";"die Küchenhilfe teilt den Nachtisch in zwei Portionen"
"og_dt_teilenviertel_ton.mpg";"der Pizzabäcker teilt die Pizza in Viertel"
"og_dt_tigerhinundher_s_bsp.mpg";"der Tiger läuft im Gehege hin und her"
"og_dt_tigerhinundher_ton.mpg";"der Tiger läuft im Gehege hin und her"
"og_dt_tunktteebeutel_s.mpg";"die Oma tunkt den Teebeutel in die Tasse"
"og_dt_tunktteebeutel_ton.mpg";"die Oma tunkt den Teebeutel in die Tasse"
"og_dt_ueberberg_ton.mpg";"die Wanderung führt über den Berg"
"og_dt_ueberschlagenwagen_ton.mpg";"der Wagen überschlägt sich auf der Straße"
"og_dt_umruehrensosse_ton.mpg";"der Koch rührt die Nudelsoße um"
"og_dt_umschaltenfernbed_ton.mpg";"der Sohn schaltet das Programm mit der Fernbedienung um"
"og_dt_unkrautreissen_ton.mpg";"der Gärtner reißt das Unkraut aus dem Boden"
"og_dt_unterbrueckedurch_s.mpg";"die Straße führt unter der Brücke hindurch"
"og_dt_unterbrueckedurch_ton.mpg";"die Straße führt unter der Brücke hindurch"
"og_dt_vaseformen_s.mpg";"die Tante formt eine Vase im Töpferkurs"
"og_dt_vaseformen_ton.mpg";"die Tante formt eine Vase im Töpferkurs"
"og_dt_vorsprungrennfahrer_ton.mpg";"der Rennfahrer hat einen Vorsprung auf seine Gegner"
"og_dt_wagenheber_ton.mpg";"das Fahrzeug wird mit dem Wagenheber angehoben"
"og_dt_warndreiecklinks_ton.mpg";"die Fahrerin stellt das Warndreieck auf"
"og_dt_wasserpistolen_ton.mpg";"die Jungen spielen mit Wasserpistolen"
"og_dt_weiterozean_s.mpg";"der Seemann blickt über den weiten Ozean"
"og_dt_weiterozean_ton.mpg";"der Seemann blickt über den weiten Ozean"
"og_dt_wendeltreppe_ton.mpg";"die Treppe nach oben ist eine Wendeltreppe"
"og_dt_wiegengewicht_ton.mpg";"die Kundin prüft welche Frucht schwerer ist"
"og_dt_wiegenimwind_ton.mpg";"die Bäume wiegen sich im Wind"
"og_dt_wirbelsturm_ton.mpg";"der Sturm wird zu einem Wirbelsturm"
"og_dt_woelbenregalbrett_ton.mpg";"das Regalbrett wölbt sich unter der Last der Bücher"
"og_dt_zackensaegeblatt_ton.mpg";"das Sägeblatt der Kreissäge hat große Zacken"
"og_dt_zahnraeder-neu_ton.mpg";"die Zahnräder greifen ineinander"
"og_dt_zeigenbrosche_ton.mpg";"der Goldschmied zeigt seinen Broschen Sortiment"
"og_dt_zeigenpass_ton.mpg";"die Reisende zeigt ihren Pass"
"og_dt_zeitunglesen_s.mpg";"der Vater liest morgens die Tageszeitung"
"og_dt_zeitunglesen_ton.mpg";"der Vater liest morgens die Tageszeitung"
"og_dt_zerdrueckenschrottpresse_ton.mpg";"das Auto wird in der Schrottpresse zerdrückt"
"og_dt_zerschlagenhandkante_ton.mpg";"der Kämpfer zerschlägt das Brett mit der Handkante"
"og_dt_zufaechelnluft_ton.mpg";"die Dame fächelt sich frische Luft zu"
"og_dt_zusammenkleben_ton.mpg";"die Kindergärtnerin klebt zwei Schachteln zusammen"
"og_dt_zusammenschieben_ton.mpg";"der Musiker schiebt das Akkordeon zusammen"
"og_dt_zuziehenvorhaenge_s.mpg";"die Mutter zieht die Vorhänge zu"
"og_dt_zuziehenvorhaenge_ton.mpg";"die Mutter zieht die Vorhänge zu"
"tu_dt_angestellteheftet_hell.mpg";"die Angestellte heftet die Rechnungen zusammen"
"tu_dt_arztzieht_hell.mpg";"der Arzt zieht den Splitter mit einer Pinzette raus"
"tu_dt_astronombeobachtet_hell.mpg";"der Astronom beobachtet die Sterne"
"tu_dt_baeuerindreht_hell.mpg";"die Bäuerin dreht den Pfannkuchen um"
"tu_dt_bardameentkorkt_hell.mpg";"die Bardame entkorkt die Weinflasche"
"tu_dt_bauarbeiterschaufelt_hell.mpg";"der Bauarbeiter schaufelt den Dreck weg"
"tu_dt_bauersaegt_hell.mpg";"der Bauer sägt den Baumstamm ab"
"tu_dt_bedienungschoepft_hell.mpg";"die Bedienung schöpft Suppe in den Teller"
"tu_dt_bodenlegerschneidet_hell.mpg";"der Bodenleger schneidet den Teppich ab"
"tu_dt_bogenschuetzespannt_hell.mpg";"der Bogenschütze spannt den Bogen"
"tu_dt_damefaechelt_hell.mpg";"die Dame fächelt sich frische Luft zu"
"tu_dt_detektivbetrachtet_hell.mpg";"der Detektiv betrachtet den Fleck mit der Lupe"
"tu_dt_empfaengeroeffnet_hell.mpg";"der Empfänger öffnet das Briefkuvert"
"tu_dt_enkelkindputzt_hell.mpg";"das Enkelkind putzt sich die Zähne"
"tu_dt_feriengastrudert_hell.mpg";"der Feriengast rudert das Boot voran"
"tu_dt_floristingiesst_hell.mpg";"die Floristin gießt die Blumen"
"tu_dt_gaertnerinpumpt_hell.mpg";"die Gärtnerin pumpt Wasser in die Gießkanne"
"tu_dt_gastwirtwendet_hell.mpg";"der Gastwirt wendet das Schnitzel in der Pfanne"
"tu_dt_geigerinuebt_hell.mpg";"die Geigerin übt ein Musikstück ein"
"tu_dt_grossmuttertrinkt_hell.mpg";"die Großmutter trinkt einen Kaffee"
"tu_dt_hausfraubuegelt_hell.mpg";"die Hausfrau bügelt eine Herrenhemd"
"tu_dt_hausmeisterschneidet_hell.mpg";"der Hausmeister schneidet die Hecke"
"tu_dt_jaegerschiessthasen_hell.mpg";"der Jäger schießt auf den Hasen"
"tu_dt_jungespitzt_hell.mpg";"der Junge spitzt seinen Bleistift an"
"tu_dt_kajakfahrerinpaddelt_hell.mpg";"die Kajak Fahrerin paddelt kräftig"
"tu_dt_kellnerinoeffnet_hell.mpg";"die Kellnerin öffnet die Bierflasche"
"tu_dt_kindtrinkt_hell.mpg";"das Kind trinkt ein Glas Limonade"
"tu_dt_kochschneidet_hell.mpg";"der Koch schneidet den Schnittlauch"
"tu_dt_kuechenhilfeoeffnet_hell.mpg";"die Küchenhilfe öffnet die Mais Dose"
"tu_dt_kuechenjungehackt_hell.mpg";"der Küchenjunge hackt das Fleisch"
"tu_dt_kuechenmaedchenraspelt_hell.mpg";"das Küchenmädchen raspelt das Gemüse"
"tu_dt_kuenstlerinmalt_hell.mpg";"die Künstlerin malt ein Aquarell"
"tu_dt_maedchenfeilt_hell.mpg";"das Mädchen feilt sich die Fingernägel"
"tu_dt_malerstreicht_hell.mpg";"der Maler streicht die Wände an"
"tu_dt_mechanikerpumpt_hell.mpg";"der Mechaniker pumpt das Fahrrad auf"
"tu_dt_metzgerfleischwolf_hell.mpg";"der Metzger dreht das Fleisch durch den Fleischwolf"
"tu_dt_mutterabtropfen_hell.mpg";"die Mutter lässt den Salat abtropfen"
"tu_dt_nachbarinklopft_hell.mpg";"die Nachbarin klopft den Teppich aus"
"tu_dt_nichtegiesst_hell.mpg";"die Nichte gießt Milch in das Glas"
"tu_dt_obertraegt_hell.mpg";"der Ober trägt die Getränke herbei"
"tu_dt_omastrickt_hell.mpg";"die Oma strickt fleißig einen Pullover"
"tu_dt_postbeamtinstempelt_hell.mpg";"die Postbeamten stempelt die Briefmarke ab"
"tu_dt_prinzessinbuerstet_hell.mpg";"die Prinzessin bürstet sich die Haare"
"tu_dt_putzfraukehrt_hell.mpg";"die Putzfrau kehrt das Treppenhaus"
"tu_dt_raucherzeundet_hell.mpg";"der Raucher zündet sich eine Zigarette an"
"tu_dt_raucherzuendet_hell.mpg";"der Raucher zündet sich eine Zigarette an"
"tu_dt_schmiedhaemmert_hell.mpg";"der Schmied hämmert auf die Metallplatte"
"tu_dt_schneiderbuerstet_hell.mpg";"der Schneider bürstet den Mantel ab"
"tu_dt_schneiderinbestickt_hell_bsp.mpg";"die Schneiderin bestickt den Stoff"
"tu_dt_schreibkrafttippt_hell.mpg";"die Schreibkraft tippt einen Brief ab"
"tu_dt_schreinerhobelt_hell.mpg";"der Schreiner hobelt ein Brett"
"tu_dt_schuelerinradiert_hell.mpg";"die Schülerin radiert die Notizen weg"
"tu_dt_schuelerwuerfelt_hell.mpg";"der Schüler würfelt beim Brettspiel"
"tu_dt_sekretaerinlocht_hell.mpg";"die Sekretärin locht die Dokumente"
"tu_dt_skifahrerstoesst_hell.mpg";"der Skifahrer stößt sich kräftig ab"
"tu_dt_sportlerinpaddelt_hell.mpg";"die Sportlerin paddelt gegen den Strom"
"tu_dt_steinmetzschlaegt_hell.mpg";"der Steinmetz schlägt die Figur aus dem Stein"
"tu_dt_straßenarbeiterplaettet_hell.mpg";"der Straßenarbeiter plättet den Boden"
"tu_dt_studentinverquirlt_hell.mpg";"die Studentin verquirlt Eier und Milch"
"tu_dt_studentisst_hell.mpg";"der Student ist in der Mensa"
"tu_dt_tanteschneidet_hell.mpg";"die Tante schneidet eine Scheibe Brot ab"
"tu_dt_tischlerschleift_hell.mpg";"der Tischler schleift das Regal ab"
"tu_dt_touristinfoto_hell.mpg";"die Touristin macht ein Foto von der Kirche"
"tu_dt_vaterrasiert_hell.mpg";"der Vater rasiert sich am Morgen"
"tu_dt_verbrecherfeilt_hell.mpg";"der Verbrecher feilt das Gitter durch"
"tu_dt_verkaeuferindreht_hell.mpg";"die Verkäuferin dreht die Bratwürstchen um"
"tu_dt_waldarbeiterhackt_hell.mpg";"der Waldarbeiter hackt Brennholz"
"tu_dt_zimmermannhaut_hell.mpg";"der Zimmermann Haut den Nagel in die Wand"
"tu_dt_zoellnerbeobachtet_hell.mpg";"der Zöllner beobachtet die LKWs am Horizont"
